,combined_text
1578,box water meter high density polyethytlene for single meter rc ln qty del pf bo del date material needed at gbsc
1579,uniforms cotton jacinto andry uniform
1580,application software microcomputer clp gov acro pro software
1581,tape vinyl pressure sensitive pads vinyl mastic inch x inch selffusing polyvinyl chlorid pvc backing insulate all connections up to highly resistant to ultraviolet light use as per oem specifications brand only other manufacturers tapes will void switchgear warranty per box boxes per case generated by reorder pm
1582,video cassettes disks tapes etc for computer midwest tape dvd cip
1583,coverall ls insulated navy coverall ls insulated navy size coveralls and shorts
1584,flow controllers and recorders for liquids devar controllers
1585,hammer machinist cross pein whandle lb rc ln qty del pf bo del date material needed at awgbsc
1586,post guard treated round x gsiguardrailsnorth distbaldomero ramirez
1587,fixtures mercury vapor light fixtures jack chain walnut verver
1588,bolts anchor hot rolled steel nuts bolt machine squarehead rolledthreads hotdip galvanized furnished with one square nut assembled x inches on qualified products list do not purchase for kramer per idle stock reviewlenny molbert critical materials supply arrangement
1589,wire and cable electronic audio coaxial hooku tnc pvc wht ul csa awm rohs anixter see attached
1590,valve angle in ips rc ln qty del pf bo del date materials needed at glen bell warehouse
1591,transformers power distribution incl fluid fill kramer greenville
1592,splices wirecable compression splice kv awg aluminum with cold shrink jacket diameter range of kit supplied with compression connector compression connector and neutrals connector on qualified products list do not purchase prysmianpirelli due to quality issues per standards department dp critical materials supply arrangement
1593,clamps hose plated and stainless steel brand l utite cam mxm oal silo for ullrich wtp utite cam mxm oal silo for ullrich wtp
1594,straps patient restraint ambulance cot color straps patient restraint ambulance cot black piece w loop ends ft dick medical item number bk medical supplies
1595,accessories for laptop computer microsoft surface pro keyboardcore ghzwin pro gb ram gb ssd microsoft part quote accessories for laptop computer
1596,cabinet parts traffic controller x ft stainless steel banding rolls x ft stainless steel banding rolls
1597,jean blue ladies size jean blue ladies size blue jeans
1598,boots steel toe hip waders size rc ln qty del pf bo del date material needed at glen bell warehouse
1599,parts and accessories flowmeter system laboratory chemicals for wql laboratory chemicals for wql
1600,extinguisher fire triple dry chemical lb extinguisher fire abc dry chemical lb ul rating with wall bracket generated by reorder pm
1601,transformers power distribution incl fluid fill transformer distribution single phase pole mount doe volt wire hv bushings with tank mounted arrester spec latest revision replaces critical materials supply arrangement
1602,police protection equipment body armor and riot s eod helmet package olive drab manufacture medeng bomb suit with helmet accessories
1603,blocks fuse selfstripping type fuse link nema standard type n fitall amp inclusive on qualified products list keep in stock to be used for overhead usage will decrease per kc fagan critical materials supply arrangement
1604,microcomputers desktop or towerbased
1605,lights emergency sound off pinnacle interior light bar evs see attached
1606,pole line hardware anchors arms bolts braces extension anchor inch square shaft ft lbs installation torque inch total length galvanized on qualified product list critical materials supply arrangement
1607,locks mortise cylinder security door lock assembly max po
1608,igel resus pack medium adult intersurgical medical supplies emergency patient care for stock
1609,socket point in drive in rc ln qty del pf bodel date grainger material for awwbsc
1610,pallets for transporting cement products returnable generated by reorder pm
1611,channels steel connector bronze parallel with cable separator bar for copper conductor mcm bolts one longer than the other on qualified products list critical materials supply arrangement
1612,reducers inline worm gear right angle paralle model worm gear speed reducer winsmith preliminary treatment a belt conveyor model worm gear speed reducer winsmith
1613,elbow pvc sewer deg inch rc ln qty del pf bo del date material needed at awwbsc
1614,dead end hardware electrical deadend formed wire in guy galvanized steel strand color code black extra high holding strength lbs on qualified products list critical materials supply arrangement
1615,insecticide wasp aerosol rc ln qty del pf bodel date delivery date shall be no later than msc material for awwbsc
1616,fiber optics cables interconnecting components a fiber optic installation william cannon between salt springs and mckinney falls fiber optic installation
1617,signs sign matls sign making equip and related supplies sign for coa
1618,chlorinating and oxidizing agents bromohydantoins contract for sodium hypochlorite sar hypo deliveries for the week of
1619,bolts steel eyebolt forged rolled threads hot dip galvanized diameter furnished with one square nut assembled minimum tensile strength shall lbs or greater on qpl critical materials supply arrangement
1620,mowershredder parts john deere gator sun top gator sun top
1621,bridges passenger loading each vertical motor kit each column slide pad passenger boarding bridge parts max po pr
1622,trousers tactical poly rayon mens tactical for stock
1623,markers traffic plastic and rubber pathmarkoverlaytemporary pavement markers yellow white
1624,chlorination equipment and parts wallace and tiernan parts
1625,ammunition ammunition various types off of buyboard contractcci lawman gr cs ammunition
1626,blades quickie saw ductile iron rc ln qty del pf bo del date material needed at awgbsc
1627,emulsions asphalt
1628,beverages elctrolyte lemonlime gatoradepowerade rc ln qty del pf bo del date grainger items for webberville warehouse
1629,lights emergency led traffic gt distributors see attached
1630,servers file microcomputer scc video wall on servers proliant server quote no buyer art acuna scc video wall oa servers primate tech
1631,badges shirt uniform qty badge
1632,microcomputers handheld laptop and notebook eco certifie req surface pro tablets quote req tablets
1633,uniforms blended fabric servicewear appareluniforms
1634,coupling stl repair dbl band fc clamps in rc ln qty del pf bo del date materials needed at glen bell warehouse
1635,lights emergency tomar led lightbar w preemption and digital cable tahoe all america sales see attached
1636,trees ornamental and shade mitigation trees
1637,regulators voltage current refurbished hydraulic recloser with vaccum interrupter rated for amps continuous current opening sequence a curves and b curves minimum trip current amps generated by reorder am
1638,covers manhole cover for manhole inches traffic type ductile iron in accordance with astm and electric department drawing must meet aashto latest revision on qpl generated by reorder am
1639,coverall ls insulated cotton brown medshort coverall ls insulated cot brn reg
1640,clamps bus support clamp buss support boltslipandtight fit type for ips aluminum tubing with bolt hole circle on qualified products list clamp and connector
1641,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1642,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1643,kit first aid outdoor complete rc ln qty del pf bodel date delivery date shall be no later than grainger material for webberville warehouse
1644,meter boxes and concrete pull boxes line for ae stock number st elmo capital concrete
1645,transformers power distribution incl fluid fill transformer distribution single phase pole mount doe volt wire hv bushings with tank mounted arrester spec latest revision replaces critical materials supply arrangement cmsa
1646,gloves wk leather adj balltape fastener lrg rc ln qty del pf bo del date grainger for webberville warehouse
1647,bolts anchor hot rolled steel nuts bolt machine squarehead rolledthreads hotdip galvanized furnished with one square nut assembled on qualified products list critical materials supply arrangement
1648,binder load ratchet ty rc ln qty del pf bo del date fastenal keep stock order for glen bell warehouse
1649,pipe corrugated galvanized metal magnum trailersuerpvc piping to galvanized piping
1650,kits first aid nylon bag complete small rc ln qty del pf bo del date material needed at awwbsc
1651,hydr part american darling operating nut rc ln qty del pf bodel date delivery date shall be no later than ferguson material for awgbsc
1652,meter boxes and concrete pull boxes manhole cover concrete for traffic type pullbox psi min imum all reinforcing shall be bars as per astm grade welded wire fabric may be substituted for rebar in accordance with electric department drawing on qualified products list generated by reorder pm
1653,candy confectionery and marshmallows starburst fruit chews individual wrap candy
1654,microcomputers desktop or towerbased dell quote dell precision workstation mini tower
1655,irrigation systems supplies parts and accessori irrigation parts for abia max po pr
1656,shoes safety toe safety shoeboot
1657,stamps custom self inking trodat stamp refill self inking stamp order
1658,structural supports and racks mechanical type an dead end automatic with galvanized clevis strap and pin for solid copperweld conductors on qualified products list critical materials supply arrangement
1659,souvenirs promotional advertising etc qty ea cell phone wallet item promotional itemsactive transportation bike ped
1660,washers steel washers round galvanized all sizes on qualified products list critical materials supply arrangement
1661,trousers work navy sz work pants postman blue and navy
1662,work stations modular systems furniture hon office furniture for sws directorassist director
1663,filters air conditioningfurnace disposable type air conditioning and heating equipment replacement filters for abia x x hvac air filters for abia max po pr
1664,freight and cargo containers shipping see class givens rec ctr monthly rental mobile mini monthly rental givens rec ctr
1665,poles embedded steel pole steel galvanized per spec ft length change commodity group and commodity code from to dkokas replaced due efy
1666,spade drain size rc lnqty delpfbodel date material needed at wbsc
1667,insulators and parts pole line st elmo techline
1668,pole line hardware anchors arms bolts braces per pack kramer dealers electric
1669,cutter tubing brass cop to in rc ln qty del pf bodel date grainger weekly order for webberville warehouse
1670,fire alarm systems power sirens and controls inspection maintenance repair andor installation of fire alarm and fire suppression systems citywide june alarm testinspect comm court wo
1671,database minimainframe contract management system buildout with csc with monthly database maintenance by safesforce general technical support from csc salesforce and system modification up to hrs by csc included afd is the sole owner of the content of database information and will not be shared used or retained during the service agreement period it is agreed by all parties that at the completion of this service all data will be transferred to afd database management for recruiting
1672,access control systems and security systems reconfigure wiring for access control system gbsc that had been removed by phone techs with new phone system installation troubleshoot card access system gbsc
1673,parts and accessories domestic water treatment gear reducerlime slaker lime slaker valves gasketswashers etc
1674,pharmaceuticals veterinary animal drugs vaccin invoice immiticide
1675,phonograph records sound tapes etc prepared purchase of adult and childrens spoken word audiobooks on cd midwest tape llc audio cip
1676,meter cold water inch x inch fire service serial s rc lnqty delpfbodel date water meter orderawwbsc
1677,telephone switching pbx systems software services comment load sal on city of austin provided vm server document customer id software services ctm
1678,hyd part mue imp seat ring rc ln qty del pf bo del date material needed at gbsc
1679,rope polypropylene rope inch yellow polypropylene ft rollreel size wide x high max generated by reorder pm
1680,shirtst ansiisea class lime ss med rc lnqty delpfbodel date material needed at wbsc
1681,cable type urd cable awg aluminum triplex reduced neutral type code name sweetbriar on qpl reel shall be nonreturnable wood with pressed in metal hub or greater arbor hole steel plate hubs are not accepted max flange measurement and max outside to outside width measurement purchasing footage shall be ft note will stock this new cable on small reel at both st elmo kramer in addition to st elmo only stocking per gary noble replaces stk critical materials supply arrangement
1682,c battery batteries
1683,transformers power distribution incl fluid fill transformer distribution single phase pole mount doe volt wire hv bushings with tank mounted arrester spec latest revision replaces critical materials supply arrangement
1684,jean blue mens size x firm order coa jeans mens
1685,pallets for transporting cement products returnable generated by reorder am
1686,shoes safety toe november yard maint red wingsafety shoes november
1687,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1688,cable type abam wire acsr bare in accordance with astm specification for concentric lay acsr and astm specification for standard weight zinc coated steel core wire for acsr wire code name raven on qualified products list reel shall be nonreturnable wood with pressed in metal hub inch arbor hole this dimension must be maintained even with the use of the pressed in metal hub steel plate hubs are not accepted max flange measurement and max outside to outside width measurement purchasing footage shall be ft critical materials supply arrangement
1689,soap hand lb can rc ln qty del pf bo del date material needed at wbsc
1690,switches auxiliary circuit breaker switch molded vacuum interrupter mvi for stock
1691,chisel cold x in rc ln qty del pf bo del date material needed at awwbsc
1692,cable power type xlpe cable power aluminum a wg conductor xlpe insulation full neutral per specification on qpl reel shall be nonreturnable wood with pressed in metal hub or greater arbor hole steel plate hubs are not accepted max flange measurement and max outside to outside measurement foot age shall be ft or begin stocking per new dcs on critical materials supply arrangement
1693,lugs network for replaceable link molimiter terminal compression for kcmil compact copper conductor nema pad with holes tinned copper tapered for high voltage application on qualified products list critical materials supply arrangement
1694,jackets windbreaker style polyestercotton blend jacket windbreaker sporttek with embroidered logo per quote dated small medkum large xlarger windbreaker jacket
1695,head ear eye and face protection provide safety eyewear for facility engineering division employee mr brent bassett note authorized amount for the safety eyewear is nte per eyewear for each employee provide safety eyewear for fed employee brent bassett
1696,pipe pvc sched in rc ln qty del pf bo del date material needed at awgbsc
1697,police protection equipment body armor and riot s ballistic resistant body armor hilite iiia point blank armor each goes with order vests added level iiia ballistic resistant armor
1698,impact tools air powered not road building home depotutility cutslumber
1699,monitors color and monochrome environmentally certified professional monitor head only without cables greco monitors
1700,police investigation robots each dna iq tm casework pro kit for maxwell each dna testing reagents
1701,boxes switch thruwall for rigid emt or flexibl fitting coupling conduit galvanized iron all sizes on qualified products list generated by reorder pm
1702,naloxone narcan prefilled syringe or equ naloxone narcan prefilled syringe boundtree medical part number medical supplies emergency patient care for stock
1703,parts and accessories defibrillator aed battery for battery longlife for series philips part battery replacement and new defib
1704,coupling di two bolt extended range in rc ln qty del pf bo del date material needed at awgbsc
1705,pole line hardware anchors arms bolts braces bracket mounting transformer clamp type phase aluminum for through kva on qualified products list critical materials supply arrangement
1706,coupling stl pipe repair in stl pipe rc ln qty del pf bo del date material needed at awgbsc
1707,gloves work mechanic synthetic leather sz large rc ln qty del pf bo del date material needed at gbsc
1708,shoes safety toe red wing shoe storesteel toe boots
1709,twoway radio supplies parts and accessories ant roof mount cellpcs tessco see attached
1710,application software microcomputer alvidrezadobe design software
1711,pole line hardware anchors arms bolts braces extension anchor inch square shaft ft lbs installation torque inch total length galvanized on qualified product list critical materials supply arrangement
1712,trucks lift powered fork lifts etc rental forklift pounds capacity pec forklift rental
1713,slacks and suits dress mens and womens miller uniformsnew emplcarl smart
1714,trucks pickup ton development buyboard silsbee ford package approved by council
1715,emulsions asphalt ergon
1716,transformers power distribution incl fluid fill transformer distribution single phase pole mount doe volt wire hv bushings with tank mounted arrester spec dated replaces critical materials supply arrangement
1717,lamps metal halide type base burning any positio lamp metal halide mogul base bulb burn base up to horizontal watt on qualified products list kramer idle stock reviewinsurance per breedingkokas generated by reorder pm
1718,fingerprinting equipment accessories and supplie pack photo evidence scales adhesive black on grey sku pk forensics science supplies
1719,souvenirs promotional advertising etc promotional items for employee appreciation gifts
1720,work clothes fr shirts gt distributors fr shirts gt distributors
1721,water valve extension standard rc ln qty del pf bo del date material needed at awgbsc
1722,application software microcomputer thinapp ste vmware sub sup basic suiteritchey thinapp ste vmware sub sup basic suiteritchey
1723,readymix concrete req mckinney falls ckt wr
1724,guide street of the greater austin area book rc ln qty del pf bo del date material needed at awgbsc
1725,building cables and wires single and multiconduct wire awg minimum mil xlpe soft or annealed uncoated copper class b stranded as per astm wire shall be in compliance with icea and ul reel size max will be flange and outside to outside wire to be supplied on nonreturnable wood reel purchasing footage shall be ft on qualified products list do not purchase on procard becasue need po for reel tracking entry this wire shall be used as transformer riser wire critical materials supply arrangement
1726,personal protective equipment ensemble new pair of tested high voltage gloves for new employee high voltage gloves protectors
1727,steel reinforcing bars and rods wr howard ln sub howard ln tim smith replace po due to vendor name change rebar for howard ln
1728,clothing athletic casual dress uniform wthr work macc commemorative tshirts year anniversary for the staff contact herlinda zamora refer to quote for details gildan adult heavy oz short sleeve tshirt black gildan adult heavy cotton oz short sleeve tshirt black gildan adult heavy cotton oz short sleeve tshirt black total macc commemorative tshirts year anniversary
1729,microcomputers desktop or towerbased parallels desktop for mac apple quote lg buyer dennis phipps ms office for mac
1730,parts ingram roller ingram or equal central texas equipmentfrank lopez
1731,wire electrical control electrical
1732,tire changing equipment replacement tools for service center
1733,coupling pvc sched in rc lnqty delpfbodel date material needed at awgbsc
1734,impact tools air powered not road building graingersouthhazmat boots
1735,shoes safety toe red wing shoe storesteel toe boots
1736,parts lawnmower misc parts for grasshopper pms
1737,locks door double sided lock max po
1738,sand and gravel delivery location to southeast service center s industrial blvd loads gem sand gem sand
1739,emulsions asphalt ergon
1740,software microcomputer graphics apple compatibl professional service for channelaustin software prof svc for channelaustin software
1741,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1742,parts and accessories flowmeter system salt bridge ullrich wtp hach supplies
1743,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1744,servers file microcomputer environmentally certified reyes server hardware and maint
1745,conduit and fittings aluminum connector elbow load break with test point for kv cable concentric neutral urd cable kv molded rubber shielding on qualified products list critical materials supply arrangement
1746,asphaltic concrete pavement hot mixcold laid in zone delivery loads of cold for nsc
1747,lugs network for replaceable link molimiter connector network compression lug cable size mcm for use with repalceable link molimiter on qualified products list generated by reorder pm
1748,clothing athletic casual dress uniform weather and work champion style size xlarge gym shorts large xtra large
1749,stabilizer road base road base for abia
1750,application software microcomputer amatra smartsource enhanced notificationcore package annual subscription term march smartsource enhanced notification core pkg
1751,readymix concrete lauren concreteconcrete for utility cuts projects
1752,transformers power distribution incl fluid fill transformer distribution single phase pole mount doe volt wire hv bushings with tank mounted arrester spec latest revision replaces critical materials supply arrangement cmsa
1753,irrigation systems supplies parts and accessori irrigation parts for abia max po pr
1754,pole line hardware anchors arms bolts braces guy hook integral spur type for wood poles bolt maximum strand diameter hot dipped galvanized on qualified products list critical materials supply arrangement
1755,application software microcomputer tpeentappupgtx enterprise livescan upgrade package for upgrade of existing texas livescan systems to enterprise applicaton includes tower pc upgrade does not include warranty live scan unit must be under maintenance contract must be quoted with application jurisdictional customization may also require upgraded peripherals for compatibility to enterprise software for livescan
1756,exercise equipment and parts and accessories adjustable flatincline military bench wwheels txmas contract multiangle utility bench
1757,pads knee lowes mortar concrete dale
1758,uniforms cotton andres arreola uniform
1759,refills first aid kit outdoor towelette ivy x post rc ln qty del pf bo del date material needed at wbsc
1760,silver swaddler baby bunting blanket primacare silver swaddler baby bunting blanket primacare medical supplies
1761,rag cloth colored rc ln qty del pf bo del date material needed at awwbsc
1762,gloves work mechanic synthetic leather sz xlarge rcqty delpfbodel date material needed at gbsc
1763,raincoat pvcnylon wdet hood lime green in long xl rc ln qty del pf bodel date qia raincoats for webberville warehouse
1764,shoes safety toe safety toed shoes for ivan q
1765,police investigation robots shock tube initiator channel pn andros fx eod robot vehicle
1766,asphaltic concrete hot mix in accordance with it apachot mix
1767,clothing trousers supv and uniform coat pant citation cord long sleeve shirt belt dress cap winsignia tie uniform for marcus bradley uniform for marcus bailey
1768,books library ingram books gf
1769,painting equipment and accessories spray tips guard tips max
1770,insulators and parts pole line st elmo techline
1771,jacket supervisor long per spec firm order coa jackets
1772,acoustical tile all types including recycled typ august purchase of ceiling tile wo
1773,fuses fuse blocks and holders links etc fuse link fitall amp cap bank ks on qpl critical materials supply arrangement cmsa
1774,underground cables and wires solid and stranded cable power kv copper jacketed concentric neutral epr spec dated same as csn except when order is placed wire shall be smooth cut and ends capped reels shall be clearly marked with type of cablefootage job name and work order number cable shall be packaged on steel reels either single conductor or a reel that is equally divided to accommodate conductors for three phase conductor installation application the divided reel shall accommodate a maximum of linear foot critical materials supply arrangement
1775,concrete readymix rainey st concrete beto reyes concrete
1776,trousers work cotton postman blue trousers work cotton postman blue postman blue and navy pants
1777,parts and accessories defibrillator aed parts accessories phillips frx aed machine
1778,asphalt tools buckets cutters lutes pouring po cteisrael garzaasphalt rakes and heads
1779,washers flat galv steel washers nuts bolts for shop pms
1780,vbelts industrial v belt hamilton part number optibelt vbelts for air handlers
1781,braces cross arm kramer pmn
1782,cement portland lb sack cement portland gray type lbssack per pallet minimum pallet per order generated by reorder pm
1783,shoes safety toe safety shoe purchases for pard employees clay golf course red wing safety shoes pard
1784,vest safety fr safety vest
1785,network components adapter cards bridges connec insight quote part insight quote
1786,sewer inspection equipment parts order to restock tech shop
1787,coupling brass in rc ln qty del pf bo del date brass order for webberville warehouse
1788,forklift lbs capacity each capacity forklifts monthly pr forklift lease payments
1789,wire weatherproof type acsr wire duplex acsr neutral al conductor crosslinked polyethylene xlp insulation terrier cable to be furnished in ft coils on qualified products list remove part from kramer per idle stock review dkokas reload to esdnorth per standards dkokas critical materials supply arrangement
1790,parts john deere tractor farm garden jd o seals misc filters for all john deere tractors seals misc filters for all john deere tractors
1791,microcomputers handheld laptop and notebook quote pard dell monitor pard dell memory upgrade and ordering a new monitors
1792,gloves mechanic spandex leather palm gelpad pvc knuckle xl rc ln qty del pf bo del date material needed at wbsc
1793,oil engine weight rc ln qty del pf bo del date material needed at wbsc
1794,detergent liquid dishwasher gal cont rc ln qty del pf bo del date material needed at awwbsc
1795,boxes switch thruwall for rigid emt or flexibl st elmo crawford electric
1796,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1797,coupling brass water meter x in rc ln qty del pf bo del date material needed at gbsc
1798,tools programming and case software rethinksustainability app
1799,conduit pvc corrugated fiber optic panduit fibermanagment
1800,cable network stranded copper cable network conductor mcm stranded copper volts reel shall be nonreturnable wood with pressed in metal hub or greater arbor hole steel plate hubs are not accepted max flange measurement and max outside to outside measurement on qpl prodcuts list specification purchasing footage shall be ft critical materials supply arrangement
1801,gloves work mechanic synthetic leather sz medium rc ln qty del pf bodel date delivery date shall be no later than msc material for webberville warehouse
1802,insulators and parts pole line insulator pin type radio noise free for us on kv grounded y system class ansi gray groove diameter on qualified products list this item replaces duplicate stock item critical materials supply arrangement
1803,shoes safety toe safety footwear standard yearly issue anthony forcier and bo cates safety shoes
1804,janitorial supplies general line paraque zaragosa recctr janitorial supplies gulf coast paper janitorial supplies parque zaragosa rec
1805,belt nylon back support wshoulder straps xl rc ln qty del pf bo del date material needed at webberville warehouse
1806,safety vest style yellow xlarge class rc lnqty delpfbodel date material needed at wbsc
1807,conduit and fittings plasticpvc rfq sleeve coupling schedule size inch for nonmetallic conduit repair without center stop carlon pn generated by reorder am
1808,smart pads ll defibrillator pads philips item as per your attached quote dated smart pads ii defibrillator pads each includes pads for philips model frx aed used for both adult and pediatric or philips electronics north american part number item frx heartstart pads ii set quantity of
1809,oxygen for medical use medical gas
1810,trucks fire protection and crash rescue fire hgac siddons martin emergency group afd ems
1811,conduit steel flexible greenfield type st elmo techline
1812,motors electric phase motor replacement for govalle complex flood
1813,disinfectant spray lysol oz rc ln qty delpf bodel date delivery date shall be no later than grainger material for awwbsc
1814,ear plugs accufit aural protector wcase rc ln qty del pf bo del date material needed at wbsc
1815,coverall disposable lt fabric large wcollar rc lnqty delpfbodel date material neded at wbsc
1816,parts and accessories service generator allegiance level pms portable gen allegiance level pms
1817,clamp hose stainless in min slotted hex rc ln qty del pf bo del date materials needed for webberville warehouse
1818,conduit and fittings aluminum connector transformer tank grounding solid to stranded bronze shall accommodate unbroken ground wires side loading on qualified products list cross reference note replaces bill g critical materials supply arrangement
1819,filters air purifier filters air purifier for ullrich wtp filters air purifier for ullrich wtp
1820,lugs compression type and soldering type lug compression nema two hole rated for aluminum copper acsr tongue width to be no greater than in with in holes to accomodate in bolts on qualified products list critical materials supply arrangement cmsa
1821,jean blue mens size x us communities contract blue jeans us communities contract
1822,foam polyurethane chemical backfill backfill polyurethane foam water base gallon kit per city of austin purchasing specification dated march qpl questions contact peter g soosay pe austin energy kramer lane bldg e suite austin tx fax generated by reorder am
1823,sealants gasket hose ft purchase of new nordstrom hypergunplu grease injectors
1824,cable ties self interlocking nylon in rc ln qty del pf bo del date material needed at awgbsc
1825,hardware accessories mounts patches plates sea heavy duty telescoping pole barbara kennedydocking stations and related supplies
1826,work clothes millers uniformvarious employee annual uniform order
1827,ascensia contour glucometer check strip ems model bayer blo ascensia contour glucometer check strip ems model bayer blood glucose microfill test strips sample sizefor use with the ascensia contour blood glucose meter microfill sampling technology automatic stripfilling action no coding required the meter automatically calibrates bottle design keeps strips fresh up to months after opening uses sipin sampling technology test strips per box bayer healthcare or buyer approved equivalent medical supplies
1828,radio frequency scanner receivers and amplifiers rfid detection system model rfid
1829,lugs compression type and soldering type lug compression for mcm copper cable two holes in tongue space apart maximum width of tongue shall be able to mount side by side on a hole nema pad on qpl critical materials supply arrangement
1830,wreckers vehicle need to be towed garwood white camry lic paper license plate tow vehicle sr
1831,lumber yellow pine x x ft rc ln qty del pf bo del date material needed at awgbsc
1832,wire bare aluminum wire mcm strand all aluminum hard drawn bare class aa in accordance with astm spec for concentric lay stranded aluminum conductors code name arbutus on qualified products list wire shall be furnished on returnable lg steel reels max flange measurement and max outside to outside width measurement purchasing footage shall be ft inch arbor hole this dimension must be maintained even with the use of the pressed in metal hub critical materials supply arrangement
1833,epi auto injector adult dose epipen epinephrine injection autoinjector adult dose dey laboratories medical supplies
1834,sockets meter socket singlephasemeter wire terminal with closing plate in accordance with ae specification approved brands spec milbank landis gyr supliers power supply techline irby kbstec pmn critical materials supply arrangement
1835,shovel square point long handle rc ln qty del pf bo del date material needed at wbsc
1836,ballasts all kinds sylvania kit replacement parts for terminal roadway relampingreballast
1837,sand and gravel materialsnsc braker lnburnet rd ew loads gem gem sandjohnsonj
1838,fixtures fluorescent outdoor luminiare watt hps type distribution per specification st elmo techline
1839,trousers tactical poly rayon mens sz tactical pants fsmmns
1840,transformers power distribution incl fluid fill transformer padmounted phase feed thru switch dead front kva in accordance with specification on qualified products list order to fill forecast jobs
1841,building cables and wires single and multiconduct kramer
1842,video cassettes disks tapes etc for computer dvds midwest tape llc dvds gf
1843,lugs screw type lug compression nema twohole mcm aluminum or copper per gnoblebgermany memo dated replaces pn on qualified products list cross reference note replaces bill g per gary noble critical materials supply arrangement
1844,conduit and fittings aluminum connector elbow load break with test point for kv cable concentric neutral urd cable kv molded rubber shielding on qualified products list critical materials supply arrangement
1845,hand cleaner waterles pumice absorban perf rc ln qty del pf bo del date material needed at wbsc
1846,lights emergency whelenmulti purpose controller gt distributors see attached
1847,microcomputers desktop or towerbased roberts desktop
1848,transformers power distribution incl fluid fill transformer distribution single phase pad mount kva volt with bayonet fusing per spec latest revision critical materials supply arrangement
1849,cable control cablestation awgclass c strand soft drawnbare copper conductoron ft reels with in arbor hole reels to have inch pressed in steel hubs per ae specification dated changed to insurance stock per lenny molbert because low usage and other substation control cables are insurance stock on qpl critical materials supply arrangement
1850,monitors color and monochrome cga vga svga et monitor roberts desktop
1851,elbow brass comp gj x mipt in rc lnqty delpfbodel date material needed at awwbsc
1852,asphaltic concrete hot mix in accordance with it apachot mix
1853,impact tools air powered not road building shoe polishers
1854,monitors color and monochrome environmentally certified quote dell monitors monitors for the new employees
1855,souvenirs promotional advertising etc high sierra enzo backpack product backpacks for operations employees
1856,soil mixtures special screented top soil south loads screened top soil south
1857,sheeting nonreflective sign material custom triangle and ec film
1858,deodorant block wscreen for commodes rc ln qty del pf bo del date material needed at webberville warehouse
1859,trucks utility regular size pard golf tasb duty pkgjohn deere austin turf tractor
1860,child restraint device qacr child restraints medical supplies for emergency patient car
1861,insulators and parts pole line insulator pin type radio noise free for us on kv grounded y system class ansi gray groove diameter on qualified products list this item replaces duplicate stock item critical materials supply arrangement
1862,sewage and sludge pumps submersible new motor for ullrich
1863,tools computer cs city of austindc product rectifier input eaton dc power systems richard harbaughdaryl rochte
1864,terminator stress cone elastimold kit elbow deadbreak al awg compressed with test point insulating cap loadbreak reducer amp tbody housing cable adapter and lug for use on al compressed for use in distribution only on qpl critical materials supply arrangement
1865,bandage cloth fingertip adhesive size rc ln qty del pf bo del date material needed at wbsc
1866,underground cables and wires solid and stranded mcmcompact copperjacketed reduced concentric neutral single conductorepr insulation on qualified products list and purchasing spec critical materials supply arrangement
1867,sign material reflective see for reflecti concept x x sign materials for abia max po pr
1868,testing and measuring equipment for optical compo per quote does not include shipping cost fedex account number will be provided terahertz technologies
1869,pins drift for fastening pole line pin insulator pole top threaded nylon head holes to accommodate hardware bolt hole spacingbottom to middle bolt hole spacing bottom to top hot dipped galvanized on qualified products list replaces for new dcs per gary n use this stk to order receive refurbish both nylon lead head pins per bill g critical materials supply arrangement
1870,cable computer patch plenum or nonplenum select high speed hdmi cable with ethernet mm inwall part multimedia displays at community technology access labs
1871,cable type urd cable awg aluminum triplex reduced neutral type code name sweetbriar on qpl reel shall be nonreturnable wood with pressed in metal hub or greater arbor hole steel plate hubs are not accepted max flange measurement and max outside to outside width measurement purchasing footage shall be ft note will stock this new cable on small reel at both st elmo kramer in addition to st elmo only stocking per gary noble replaces stk critical materials supply arrangement
1872,phonograph records sound tapes etc prepared cds baker taylor cds gf
1873,metals bars plates rods sheets strips struct steel for hyd cyl rack
1874,janitorial supplies general line wiper nonwoven steel blue x stk to jit scc per stockout review dp generated by reorder pm
1875,head ear eye and face protection safety prescription eyewear for domingo rochin safety prescription eyewear for domingo rochin
1876,tape electrical insulating tape brown hi v kramer techline
1877,water distilled deionized water services for process lab deionized water services for process lab
1878,batteries dry cell except communications radio a battery aa cylindrical lithuim nominal voltage volts weight grams max discharge amps continuous shelf life years must meet ansi and generated by reorder pm
1879,parts and accessories air mask medium scott large this order replaces due to vendor code change medium scott large
1880,calcium hypochlorite lb drum rc ln qty del pf bo del date material needed at wbsc
1881,pants slacks trousers shorts jeans etc size blauer shorts street gear dark navy blauer shorts street gear dark navy
1882,instructional aids and training programs medical planning and launch of equity tool development
1883,grass seed upland shade riparian low growing lindblom
1884,lubricants industrial type industrial lubricants mobil brand only shc lubricants
1885,wire bare copper type mhd wire bare mhd solid copper size packaging shall be either lb hand coils or lb reels approx ft on qualified products list critical materials supply arrangement
